id,session,session_seq,visit_id,trial,dot,distance
354,2,2,354_2_2024-10-29,3,1,0
354,2,2,354_2_2024-10-29,3,2,0
354,2,2,354_2_2024-10-29,3,3,0
354,3,3,354_3_2024-10-29,1,1,0
354,3,3,354_3_2024-10-29,1,2,0
354,3,3,354_3_2024-10-29,1,3,0
354,3,3,354_3_2024-10-29,2,1,0
354,3,3,354_3_2024-10-29,2,2,0
354,3,3,354_3_2024-10-29,2,3,0
354,3,3,354_3_2024-10-29,3,1,0
354,3,3,354_3_2024-10-29,3,2,5
354,3,3,354_3_2024-10-29,3,3,5
355,1,1,355_1_2024-11-07,1,1,0
355,1,1,355_1_2024-11-07,1,2,0
355,1,1,355_1_2024-11-07,1,3,0
355,1,1,355_1_2024-11-07,2,1,0
355,1,1,355_1_2024-11-07,2,2,0
355,1,1,355_1_2024-11-07,2,3,0
355,1,1,355_1_2024-11-07,3,1,0
355,1,1,355_1_2024-11-07,3,2,0
355,1,1,355_1_2024-11-07,3,3,0
355,2,2,355_2_2024-11-07,1,1,0
355,2,2,355_2_2024-11-07,1,2,0
355,2,2,355_2_2024-11-07,1,3,0
355,2,2,355_2_2024-11-07,2,1,0
355,2,2,355_2_2024-11-07,2,2,0
355,2,2,355_2_2024-11-07,2,3,0
355,2,2,355_2_2024-11-07,3,1,5
355,2,2,355_2_2024-11-07,3,2,5
355,2,2,355_2_2024-11-07,3,3,0
355,3,3,355_3_2024-11-07,1,1,5
355,3,3,355_3_2024-11-07,1,2,0
355,3,3,355_3_2024-11-07,1,3,0
355,3,3,355_3_2024-11-07,2,1,0
355,3,3,355_3_2024-11-07,2,2,0
355,3,3,355_3_2024-11-07,2,3,0
355,3,3,355_3_2024-11-07,3,1,5
355,3,3,355_3_2024-11-07,3,2,5
355,3,3,355_3_2024-11-07,3,3,5
356,1,1,356_1_2024-11-26,1,1,0
356,1,1,356_1_2024-11-26,1,2,7.0710678118654755
356,1,1,356_1_2024-11-26,1,3,10
356,1,1,356_1_2024-11-26,2,1,0
356,1,1,356_1_2024-11-26,2,2,7.0710678118654755
356,1,1,356_1_2024-11-26,2,3,7.0710678118654755
356,1,1,356_1_2024-11-26,3,1,0
356,1,1,356_1_2024-11-26,3,2,5
356,1,1,356_1_2024-11-26,3,3,5
356,2,2,356_2_2024-11-26,1,1,0
356,2,2,356_2_2024-11-26,1,2,5
356,2,2,356_2_2024-11-26,1,3,7.0710678118654755
356,2,2,356_2_2024-11-26,2,1,0
356,2,2,356_2_2024-11-26,2,2,0
356,2,2,356_2_2024-11-26,2,3,5
356,2,2,356_2_2024-11-26,3,1,0
356,2,2,356_2_2024-11-26,3,2,0
356,2,2,356_2_2024-11-26,3,3,0
356,3,3,356_3_2024-11-26,1,1,0
356,3,3,356_3_2024-11-26,1,2,0
356,3,3,356_3_2024-11-26,1,3,5
356,3,3,356_3_2024-11-26,2,1,0
356,3,3,356_3_2024-11-26,2,2,5
356,3,3,356_3_2024-11-26,2,3,0
356,3,3,356_3_2024-11-26,3,1,0
356,3,3,356_3_2024-11-26,3,2,0
356,3,3,356_3_2024-11-26,3,3,0
357,1,1,357_1_2024-12-04,1,1,0
357,1,1,357_1_2024-12-04,1,2,0
357,1,1,357_1_2024-12-04,1,3,5
357,1,1,357_1_2024-12-04,2,1,0
357,1,1,357_1_2024-12-04,2,2,0
357,1,1,357_1_2024-12-04,2,3,0
357,1,1,357_1_2024-12-04,3,1,0
357,1,1,357_1_2024-12-04,3,2,5
357,1,1,357_1_2024-12-04,3,3,5
357,2,2,357_2_2024-12-04,1,1,0
357,2,2,357_2_2024-12-04,1,2,0
357,2,2,357_2_2024-12-04,1,3,0
357,2,2,357_2_2024-12-04,2,1,0
357,2,2,357_2_2024-12-04,2,2,0
357,2,2,357_2_2024-12-04,2,3,0
357,2,2,357_2_2024-12-04,3,1,0
357,2,2,357_2_2024-12-04,3,2,0
357,2,2,357_2_2024-12-04,3,3,5
357,3,3,357_3_2024-12-04,1,1,0
357,3,3,357_3_2024-12-04,1,2,0
357,3,3,357_3_2024-12-04,1,3,7.0710678118654755
357,3,3,357_3_2024-12-04,2,1,0
357,3,3,357_3_2024-12-04,2,2,0
357,3,3,357_3_2024-12-04,2,3,0
357,3,3,357_3_2024-12-04,3,1,0
357,3,3,357_3_2024-12-04,3,2,0
357,3,3,357_3_2024-12-04,3,3,0
358,1,1,358_1_2024-12-09,1,1,0
358,1,1,358_1_2024-12-09,1,2,0
358,1,1,358_1_2024-12-09,1,3,0
358,1,1,358_1_2024-12-09,2,1,10
358,1,1,358_1_2024-12-09,2,2,5
358,1,1,358_1_2024-12-09,2,3,0
358,1,1,358_1_2024-12-09,3,1,7.0710678118654755
358,1,1,358_1_2024-12-09,3,2,0
358,1,1,358_1_2024-12-09,3,3,0
358,2,2,358_2_2024-12-09,1,1,0
358,2,2,358_2_2024-12-09,1,2,7.0710678118654755
358,2,2,358_2_2024-12-09,1,3,0
358,2,2,358_2_2024-12-09,2,1,0
358,2,2,358_2_2024-12-09,2,2,0
358,2,2,358_2_2024-12-09,2,3,0
358,2,2,358_2_2024-12-09,3,1,0
358,2,2,358_2_2024-12-09,3,2,0
358,2,2,358_2_2024-12-09,3,3,0
358,3,3,358_3_2024-12-09,1,1,0
358,3,3,358_3_2024-12-09,1,2,0
358,3,3,358_3_2024-12-09,1,3,0
358,3,3,358_3_2024-12-09,2,1,0
358,3,3,358_3_2024-12-09,2,2,0
358,3,3,358_3_2024-12-09,2,3,0
358,3,3,358_3_2024-12-09,3,1,5
358,3,3,358_3_2024-12-09,3,2,5
358,3,3,358_3_2024-12-09,3,3,7.0710678118654755
359,1,1,359_1_2024-12-12,1,1,0
359,1,1,359_1_2024-12-12,1,2,11.180339887498949
359,1,1,359_1_2024-12-12,1,3,0
359,1,1,359_1_2024-12-12,2,1,5
359,1,1,359_1_2024-12-12,2,2,7.0710678118654755
359,1,1,359_1_2024-12-12,2,3,7.0710678118654755
359,1,1,359_1_2024-12-12,3,1,5
359,1,1,359_1_2024-12-12,3,2,0
359,1,1,359_1_2024-12-12,3,3,0
359,2,2,359_2_2024-12-12,1,1,5
359,2,2,359_2_2024-12-12,1,2,5
359,2,2,359_2_2024-12-12,1,3,5
359,2,2,359_2_2024-12-12,2,1,5
359,2,2,359_2_2024-12-12,2,2,14.142135623730951
359,2,2,359_2_2024-12-12,2,3,0
359,2,2,359_2_2024-12-12,3,1,11.180339887498949
359,2,2,359_2_2024-12-12,3,2,5
359,2,2,359_2_2024-12-12,3,3,5
359,3,3,359_3_2024-12-12,1,1,0
359,3,3,359_3_2024-12-12,1,2,5
359,3,3,359_3_2024-12-12,1,3,0
359,3,3,359_3_2024-12-12,2,1,0
359,3,3,359_3_2024-12-12,2,2,0
359,3,3,359_3_2024-12-12,2,3,5
359,3,3,359_3_2024-12-12,3,1,5
359,3,3,359_3_2024-12-12,3,2,5
359,3,3,359_3_2024-12-12,3,3,5
360,1,1,360_1_2025-01-15,1,1,11.180339887498949
360,1,1,360_1_2025-01-15,1,2,0
360,1,1,360_1_2025-01-15,1,3,0
360,1,1,360_1_2025-01-15,2,1,0
360,1,1,360_1_2025-01-15,2,2,7.0710678118654755
360,1,1,360_1_2025-01-15,2,3,15
360,1,1,360_1_2025-01-15,3,1,0
360,1,1,360_1_2025-01-15,3,2,0
360,1,1,360_1_2025-01-15,3,3,0
360,2,2,360_2_2025-01-15,1,1,0
360,2,2,360_2_2025-01-15,1,2,0
360,2,2,360_2_2025-01-15,1,3,5
360,2,2,360_2_2025-01-15,2,1,0
360,2,2,360_2_2025-01-15,2,2,10
360,2,2,360_2_2025-01-15,2,3,7.0710678118654755
360,2,2,360_2_2025-01-15,3,1,10
360,2,2,360_2_2025-01-15,3,2,5
360,2,2,360_2_2025-01-15,3,3,10
360,3,3,360_3_2025-01-15,1,1,5
360,3,3,360_3_2025-01-15,1,2,7.0710678118654755
360,3,3,360_3_2025-01-15,1,3,7.0710678118654755
360,3,3,360_3_2025-01-15,2,1,0
360,3,3,360_3_2025-01-15,2,2,5
360,3,3,360_3_2025-01-15,2,3,7.0710678118654755
360,3,3,360_3_2025-01-15,3,1,0
360,3,3,360_3_2025-01-15,3,2,10
360,3,3,360_3_2025-01-15,3,3,10
361,1,1,361_1_2025-01-31,1,1,0
361,1,1,361_1_2025-01-31,1,2,5
361,1,1,361_1_2025-01-31,1,3,5
361,1,1,361_1_2025-01-31,2,1,5
361,1,1,361_1_2025-01-31,2,2,0
361,1,1,361_1_2025-01-31,2,3,5
361,1,1,361_1_2025-01-31,3,1,7.0710678118654755
361,1,1,361_1_2025-01-31,3,2,5
361,1,1,361_1_2025-01-31,3,3,7.0710678118654755
361,2,2,361_2_2025-01-31,1,1,0
361,2,2,361_2_2025-01-31,1,2,5
361,2,2,361_2_2025-01-31,1,3,5
361,2,2,361_2_2025-01-31,2,1,0
361,2,2,361_2_2025-01-31,2,2,0
361,2,2,361_2_2025-01-31,2,3,0
361,2,2,361_2_2025-01-31,3,1,5
361,2,2,361_2_2025-01-31,3,2,0
361,2,2,361_2_2025-01-31,3,3,0
361,3,3,361_3_2025-01-31,1,1,7.0710678118654755
361,3,3,361_3_2025-01-31,1,2,0
361,3,3,361_3_2025-01-31,1,3,0
361,3,3,361_3_2025-01-31,2,1,0
361,3,3,361_3_2025-01-31,2,2,10
361,3,3,361_3_2025-01-31,2,3,10
361,3,3,361_3_2025-01-31,3,1,7.0710678118654755
361,3,3,361_3_2025-01-31,3,2,0
361,3,3,361_3_2025-01-31,3,3,5
362,1,1,362_1_2025-01-16,1,1,0
362,1,1,362_1_2025-01-16,1,2,0
362,1,1,362_1_2025-01-16,1,3,0
362,1,1,362_1_2025-01-16,2,1,0
362,1,1,362_1_2025-01-16,2,2,5
362,1,1,362_1_2025-01-16,2,3,5
362,1,1,362_1_2025-01-16,3,1,0
362,1,1,362_1_2025-01-16,3,2,5
362,1,1,362_1_2025-01-16,3,3,11.180339887498949
362,2,2,362_2_2025-01-16,1,1,0
362,2,2,362_2_2025-01-16,1,2,0
362,2,2,362_2_2025-01-16,1,3,7.0710678118654755
362,2,2,362_2_2025-01-16,2,1,5
362,2,2,362_2_2025-01-16,2,2,5
362,2,2,362_2_2025-01-16,2,3,5
362,2,2,362_2_2025-01-16,3,1,0
362,2,2,362_2_2025-01-16,3,2,0
362,2,2,362_2_2025-01-16,3,3,0
362,3,3,362_3_2025-01-16,1,1,5
362,3,3,362_3_2025-01-16,1,2,5
362,3,3,362_3_2025-01-16,1,3,5
362,3,3,362_3_2025-01-16,2,1,5
362,3,3,362_3_2025-01-16,2,2,0
362,3,3,362_3_2025-01-16,2,3,0
362,3,3,362_3_2025-01-16,3,1,0
362,3,3,362_3_2025-01-16,3,2,0
362,3,3,362_3_2025-01-16,3,3,0
